Direction;Tipe Cahaya;Cuaca;Fungsi Jalan;Kelas Jalan;Geometri Jalan;Tipe Jalan;Kecepatan;Jenis Jalan;Kecamatan;Jenis Luka ;Age;jenis kelamin;jenis kendaraan;Atribut_Keselamatan;Kepemilikan_SIM
Timur (90°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Wringinanom;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Kebomas;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Menganti;Kecelakaan Ringan ;17-25;Perempuan;R2 (Sepeda Motor);Iya;Tidak
Timur (90°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Driyorejo;Kecelakaan Ringan ;26-45;Laki-laki;Medium Truk;Iya;Iya
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Balongpanggang;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Manyar;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);40;Jalan Nasional;Duduk Sampeyan ;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Driyorejo;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Iya
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Desa;Panceng;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Sangkapura;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);40;Jalan Nasional;Duduk Sampeyan ;Kecelakaan Ringan ;46-65;Laki-laki;Pick up;Iya;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Bungah;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);60;Jalan Nasional;Duduk Sampeyan ;Kecelakaan Ringan ;17-25;Laki-laki;Mini Bus;Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Menganti;Kecelakaan Berat ;46-65;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Benjeng;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Kebomas;Kecelakaan Ringan;;Laki-laki;Mobil;Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Menganti;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 TB (4 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Duduk Sampeyan ;Kecelakaan Ringan;;Laki-laki;Truck;Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Bungah;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Cerme;Kecelakaan Ringan ;;Laki-laki;R2 (Sepeda Motor);Iya;Tidak
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Gresik;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Selatan (180°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Cerme;Kecelakaan Berat ;46-65;Laki-laki;Mini Truk;Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Cerme;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Iya;Tidak
Barat (270°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Wringinanom;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Iya;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Driyorejo;Kecelakaan Ringan;;Perempuan;Mobil;Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;1/1 (1 Lajur/1 Arah);50;Jalan Kota / Kabupaten;Kebomas;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Menganti;Kecelakaan Ringan ;;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Gresik;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Driyorejo;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Tikungan;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);60;Jalan Propinsi;Driyorejo;Kecelakaan Berat;;Laki-laki;Truck;Iya;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Menganti;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Panceng;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Menganti;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 TB (4 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Duduk Sampeyan ;Kecelakaan Berat ;26-45;Laki-laki;Mobil ;Campuran;Iya
Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 TB (4 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Duduk Sampeyan ;Kecelakaan Fatal ;26-45;Perempuan;R2 (Sepeda Motor);Campuran;Iya
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Dukun;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Menganti;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Kedamean;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;kedamean;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);60;Jalan Kota / Kabupaten;Manyar;Kecelakaan Ringan ;26-45;Laki-laki;Mini Truk;Tidak;Tidak
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Driyorejo;Kecelakaan Ringan ;26-45;Perempuan;Mini Bus;Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Balongpanggang;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Cerme;Kecelakaan Berat;;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Gresik;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);60;Jalan Nasional;Duduk Sampeyan ;Kecelakaan Fatal ;46-65;Laki-laki;Mini Bus;Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Menganti;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Sangkapura;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Balongpanggang;Kecelakaan Ringan ;26-45;Laki-laki;Mini Bus;Iya;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Menganti;Kecelakaan Ringan ;26-45;Laki-laki;R3 (Bentor / Bajaj / Bemo);Iya;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Driyorejo;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Driyorejo;Kecelakaan Ringan ;26-45;Laki-laki;Mini Bus;Tidak;Tidak
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Kedamean;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Wringinanom;Kecelakaan Fatal;;Laki-laki;R2 (Sepeda Motor);Campuran;Iya
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Kebomas;Kecelakaan Berat ;46-65;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Cerme;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Duduk Sampeyan ;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Dukun;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Menganti;Kecelakaan Ringan ;17-25;Perempuan;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Panceng;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Gelap / Sulit Terlihat;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Manyar;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Dukun;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Wringinanom;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Manyar;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Menganti;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Wringinanom;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Tikungan;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Balongpanggang;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Utara (0°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Cerme;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor);Iya;Tidak
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Driyorejo;Kecelakaan Berat ;26-45;Laki-laki;R2 (Sepeda Motor);Iya;Tidak
Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Kebomas;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor);Iya;Tidak
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Kebomas;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Sangkapura;Kecelakaan Ringan ;46-65;Laki-laki;Pick up;Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Driyorejo;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Cerme;Kecelakaan Ringan;;Perempuan ;R2 (Sepeda Motor);Tidak;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Benjeng;Kecelakaan Berat;;Perempuan ;R2 (Sepeda Motor);Iya;Tidak
Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Desa;Ujungpangkah;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Iya;Tidak
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Cerme;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor);Iya;Iya
Barat (270°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;driyorejo;Kecelakaan Berat ;26-45;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Bungah;Kecelakaan Ringan ;<17;Laki-laki;R3 (Bentor / Bajaj / Bemo);Iya;Tidak
Timur (90°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Wringinanom;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Sidayu;Kecelakaan Ringan ;<17;Laki-laki;Mini Bus;Iya;Tidak
Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Panceng;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor);Tidak;Tidak
Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Manyar;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor);Iya;Tidak
Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);40;Jalan Nasional;Duduk Sampeyan ;Kecelakaan Ringan ;17-25;Laki-laki;Mini Bus;Tidak;Tidak
